#,0,1,2,3,4,5,6,7,8,9
0,-3926.0319225337457,-6298.37782084471,-3777.8758556253742,-3515.1648207695885,-3806.8313260565083,-3381.1963163946693,-2871.141372153275,-2524.3730313214455,-3799.8938847269283,-2561.216759644949
1,-3882.0941497129807,-10466.729248061063,-3059.687373123969,-4307.104105574537,-5775.275352148535,-5132.985730395882,-4833.190223064491,-6718.740678692654,-5875.239922915167,-7437.414076097228
2,-2955.1035573737777,-1941.7041934198498,-2836.066963558467,-2711.1372758583907,-2737.0984932359984,-2750.817787215842,-2635.4126688671677,-3010.7551925733733,-2617.810514119405,-3130.1420557935517
3,-2586.4447054033863,-11904.95080486713,-3077.6931103361844,-2958.8597784132003,-3110.3742146231843,-2951.0732067384415,-2760.2530341226156,-4120.632429450838,-2835.7045536693863,-3482.930742139279
4,-2783.7487822047333,-7939.066714736601,-2983.971049490629,-2899.929307159155,-2666.0919533851516,-2843.434706973598,-3137.9667458140507,-2816.641582685979,-2719.669057418914,-2544.705292047641
5,-3101.584976510587,-1940.5586136881584,-2862.700814045025,-2722.1708010314733,-2737.9862594184624,-2762.7421966960064,-3378.483949749587,-2805.9653108746556,-2606.0165887867915,-2529.448034270776
6,-2898.1406997985673,-7376.906716642731,-3111.4247712747015,-2868.9494381078166,-2690.056016943398,-2806.62696906,-3597.1467542742394,-3092.266382934133,-2677.4804201149527,-2849.9433192487622
7,-3668.565663660438,-6247.314362897517,-3117.4374903377407,-3437.033890009328,-3286.048670224454,-3784.73630394247,-2848.296412249062,-5197.16577357066,-3514.9460986815666,-2681.8519257169614
8,-3651.5579987796164,-8179.514234807763,-4097.618093540841,-4714.190243989682,-2859.91452666933,-3010.0521392141163,-3625.534933381029,-4200.415434462473,-3487.535517958997,-3960.6350633472894
9,-4138.417134594551,-13151.081096815735,-3202.890014806031,-3515.0189051000457,-3684.200207877959,-3553.707280366088,-3407.2549124538036,-2701.89995952416,-3279.71828391089,-2550.13143273266
10,-2600.8334799027807,-11799.171822252523,-3090.6490817128556,-3126.49280235217,-3243.4821522796033,-3027.758795495779,-3305.0286095872148,-5495.469154484945,-2916.507624976658,-4033.5338291326343
11,-3078.6141972357354,-13426.459648367141,-3027.897255497704,-3279.2824539779836,-4124.719951968254,-3743.5608487520835,-2684.638580093385,-3818.3203263744726,-3075.5444289158995,-4219.740194666097
12,-3494.350906923811,-5267.790644713706,-3689.234050943311,-3315.9942712786847,-3110.296613700867,-3053.2945289754907,-4060.9335564396333,-2617.322475386697,-2791.7046572391773,-2421.907096737959
13,-2605.9171130614277,-12075.487607315446,-3134.359761679007,-2926.923474478865,-2915.9306309517156,-2914.27157846923,-4542.0977706775675,-3469.836836374431,-2801.2412662543575,-2860.8399917081474
14,-3134.7592664250737,-1966.2885016677412,-2878.0677147320357,-2708.1875523847784,-2873.41807721126,-2769.4159328053756,-2633.1158061038564,-3233.1472632201903,-2625.436734487982,-3001.7776887608125
15,-2786.2407972015485,-8900.119031384835,-3030.6184764372892,-2822.063467602117,-3417.8915288463363,-2894.1647142992706,-3089.7086390190793,-5498.481233656901,-2907.512303232649,-6687.5197394014285
